Date,Année financière,Titre,Fournisseur,Montant,Montant (virg),Montant ($),Code UNSPSC,Type de devis,Type,Nature,Nb soumissionnaires,Numéro SEAO,Numéro de contrat UQAM
2011-04-18,2011-2012,Archiveurs Dell,"Sécurmax, Systèmes intégrés de sécurité Inc.",18600.0,18600,"18 600,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,498888,3002946
2011-04-18,2011-2012,"Campus Ouest, Lot 1 - travaux été 2011",Pageau Morel et associés inc.,31768.0,31768,"31 768,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat octroyé de gré à gré,Services,1,527776,P10031HH02
2011-04-19,2011-2012,Encadrement de projets d'aménagement,GPBL Inc.,90000.0,90000,"90 000,00 $",80000000,"Services de gestion, de professionnels spécialisés et d'administration",Contrat adjugé suite à un appel d'offres sur invitations,Services,1,506937,5001017
2011-04-26,2011-2012,Fourniture sur demande de mobilier de bureau modulaire et ses accessoires. Contrat de 3 ans avec possibilité de prolongation de 2 ans.,Teknion Roy Breton,2280000.0,2280000,"2 280 000,00 $",52000000,"Meubles, articles de maison, appareils électroménagers et électroniques",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,489121,RGAUQ-33E(NM)
2011-04-26,2011-2012,Licence de logiciel Corecal,Softchoice Corporation,61700.0,61700,"61 700,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,499854,5001109
2011-04-28,2011-2012,Médiatisation des salles de cours été 2011,Constructions Pier-Jal Inc.,27586.0,27586,"27 586,00 $",72102801,Rénovation d'immeubles ou de lieux historiques ou de monuments,Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,500826,P11004HH01
2011-04-28,2011-2012,Serveur HP,C.P.U. Design Inc.,31500.0,31500,"31 500,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,500227,5001119
2011-05-03,2011-2012,Projets divers été 2011-Ingénierie-Capus Ouest,Cima+,87000.0,87000,"87 000,00 $",81100000,Services d'ingénieurs,Contrat adjugé suite à un appel d'offres sur invitations,Services,1,521334,P10033HH-04
2011-05-03,2011-2012,Projets divers été 2011-Architecture-Campus Ouest,NFOE et associés architectes,87000.0,87000,"87 000,00 $",81200000,Architecture,Contrat adjugé suite à un appel d'offres sur invitations,Services,1,521330,P10033HH-01
2011-05-06,2011-2012,Micro-ordinateur,Hypertechnologie Ciara Inc.,138730.0,138730,"138 730,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,502329,3003076
2011-05-06,2011-2012,Alternateurs,Hewitt Équipement Ltée,43000.0,43000,"43 000,00 $",40000000,"Système, équipement et composante de chauffage, ventilation et circulation d'air",Contrat octroyé de gré à gré,Approvisionnements (biens),1,502411,3003165
2011-05-10,2011-2012,Expert-conseil pour un laboratoire de recherche,Tryangle Canada Inc.,252200.0,252200,"252 200,00 $",91000000,Services personnels et domestiques,Contrat octroyé de gré à gré,Services,1,502853,5000973
2011-05-10,2011-2012,Spectromètre de masse,Elementar Americas Inc.,137000.0,137000,"137 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,502850,3003108
2011-05-13,2011-2012,Micro-ordinateur Ciara,Hypertechnologie Ciara Inc.,27100.0,27100,"27 100,00 $",,Code UNSPSC non indiqué,Contrat octroyé de gré à gré,Approvisionnements (biens),1,503794,3003238
2011-05-17,2011-2012,Entretien équipement SUN,Oracle Canada ULC,29300.0,29300,"29 300,00 $",81110000,Services informatiques,Contrat octroyé de gré à gré,Services,1,504404,5001153
2011-05-19,2011-2012,Analyser Tic/Toc Oi,Graden Instruments Inc.,59100.0,59100,"59 100,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,506932,3003017
2011-05-31,2011-2012,PC Ciara,Hypertechnologie Ciara Inc.,39900.0,39900,"39 900,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,506976,3003464
2011-06-01,2011-2012,"Acquisition, implantation et entretien d’une flotte d’imprimantes et d’appareils multi-fonctions avec progiciel de gestion de la flotte",Xerox Canada Ltée,3522440.0,3522440,"3 522 440,00 $",43212110,Imprimante multifonction,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,411547,K0-1475A(YL)
2011-06-06,2011-2012,Mise-à-jour de l’infrastructure technologique de l’École des Médias au SAV (J2e),Gaston Champoux (1973) Inc.,348825.98,"348825,98","348 825,98 $",30222301,Écoles,Contrat adjugé suite à un appel d'offres public,Travaux de construction,3,492120,P11006JJ-01
2011-06-06,2011-2012,Services pour l'analyse-contrôle du traitement de l'eau des réseaux fermés des chaudières et tours d'eau,Le groupe IsH2OTop Inc.,105500.0,105500,"105 500,00 $",72160000,Service d'entretien et de réparation d'outils,Contrat adjugé suite à un appel d'offres public,Services,2,502078,7000055
2011-06-06,2011-2012,Entretien Serveurs sciences,Réseau Koumbit Inc.,65000.0,65000,"65 000,00 $",91000000,Services personnels et domestiques,Contrat octroyé de gré à gré,Services,1,508378,5001043
2011-06-07,2011-2012,Duplication rapide – Servie d'impression numérique – Contrat de 2 ans,St-Joseph Communications,351200.0,351200,"351 200,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,4,498578,7000049
2011-06-07,2011-2012,Service de nettoyage des stationnements de l'UQAM – Contrat de 2 ans renouvelable pour 2 ans additionnels,Aquablanc Inc.,180000.0,180000,"180 000,00 $",76000000,Services de nettoyage industriel,Contrat adjugé suite à un appel d'offres public,Services,10,493811,7000045
2011-06-07,2011-2012,"Achat, sur demande, de produits chimiques pour le traitement de l’eau des réseaux de chaudières et tours d’eau des pavillons de l’UQAM",Technologies Aquavex Inc.,158000.0,158000,"158 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,499729,7000054
2011-06-07,2011-2012,Equipements Audiovisuel,Sono Vidéo Inc.,69200.0,69200,"69 200,00 $",52161500,Équipement audiovisuel,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,508393,3003548
2011-06-07,2011-2012,Téléphone cellulaire portable RGAUQ(65)-CSRE,Compagnie de téléphone Bell du Canada,571000.0,571000,"571 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,508547,5001092
2011-06-07,2011-2012,Animaux ,Laboratoires Charles River Saint-Constant S.A.,87800.0,87800,"87 800,00 $",10000000,"Plantes et animaux vivants, accessoires et fournitures",Contrat octroyé de gré à gré,Approvisionnements (biens),1,508416,5001014
2011-06-07,2011-2012,Licences Oracle,Oracle Canada ULC ,66500.0,66500,"66 500,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,508402,5001177
2011-06-07,2011-2012,Micro-ordinateurs multimédia,Hypertechnologie Ciara Inc.,27200.0,27200,"27 200,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,508384,3003547
2011-06-07,2011-2012,Instruments scientifiques,Delta Scientific Laboratory Products Ltd,26600.0,26600,"26 600,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,508563,3003559
2011-06-07,2011-2012,Serveurs HP,C.P.U. Design Inc.,26200.0,26200,"26 200,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,508386,3003552
2011-06-08,2011-2012,Impression de l'agenda UQAM 2011-2012,Solisco,86200.0,86200,"86 200,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,1,501662,7000057
2011-06-10,2011-2012,Médiatisation des salles de cours - été 2011 / travaux d'architecture,Gaston Champoux (1973) Inc.,43800.0,43800,"43 800,00 $",72102801,Rénovation d'immeubles ou de lieux historiques ou de monuments,Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,509973,P11004HH04
2011-06-10,2011-2012,Médiatisation salles de cours - été 2011 - Travaux d'architecture,Gaston Champoux (1973) Inc.,38446.35,"38446,35","38 446,35 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,661605,P11004HH-04
2011-06-10,2011-2012,Micro-ordinateurs Apple,Solutions Informatiques INSO Inc.,88800.0,88800,"88 800,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,509365,3003597
2011-06-10,2011-2012,Produits de culture cellulaire pour la recherche.,Wisent Inc.,44000.0,44000,"44 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,509997,5000940
2011-06-10,2011-2012,Micro-ordinateurs CIARA,Hypertechnologie Ciara Inc.,44000.0,44000,"44 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,509368,3003589
2011-06-11,2011-2012,Travaux de désamiantage,Isolation Val-Mers Ltée,49000.0,49000,"49 000,00 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat octroyé de gré à gré,Travaux de construction,1,661062,P11004HH-06
2011-06-13,2011-2012,Tests d'intrusion: mandats en sécurité informatique,Okiok Data Ltée,176000.0,176000,"176 000,00 $",81110000,Services informatiques,Contrat adjugé suite à un appel d'offres public,Services,8,482011,7000001
2011-06-13,2011-2012,Location de conduits CSEM (requérant contractuel).,Bell Canada,106000.0,106000,"106 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,509446,5001110
2011-06-13,2011-2012,Micro-ordinateurs de professeurs,Hypertechnologie Ciara Inc.,69550.0,69550,"69 550,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,509356,3003603
2011-06-13,2011-2012,Médiatisation des salles de cours - été 2011 / désamiantage,Isolation Val-Mers Ltée,55823.25,"55823,25","55 823,25 $",76101602,Services de désamiantage,Contrat octroyé de gré à gré,Services,1,509967,P11004HH-06
2011-06-13,2011-2012,Produits chimiques radioactifs,Perkin Elmer Health Sciences Canada Inc.,26500.0,26500,"26 500,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,516098,5000945
2011-06-15,2011-2012,Achat de matériel audiovisuel,Sono vidéo Inc.,49082.25,"49082,25","49 082,25 $",52161600,Matériel audio-visuel et accessoires,Contrat octroyé de gré à gré,Approvisionnements (biens),1,509983,3003660
2011-06-15,2011-2012,Achat de projecteurs,CBCI Télécom Canada Inc.,42588.0,42588,"42 588,00 $",45111609,Projecteurs multimédia,Contrat octroyé de gré à gré,Approvisionnements (biens),1,510448,3003705
2011-06-15,2011-2012,"Logiciel Fidelio, maintenance",Commsoft Technologies,34410.0,34410,"34 410,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,510006,5000951
2011-06-15,2011-2012,Branchement au RISQ,R.I.S.Q. Inc.,32542.0,32542,"32 542,00 $",43222630,Unité de raccordement à un réseau multiposte,Contrat octroyé de gré à gré,Approvisionnements (biens),1,510446,3003665
2011-06-15,2011-2012,Achat de projecteurs,VGA Communication Inc.,28695.0,28695,"28 695,00 $",45111609,Projecteurs multimédia,Contrat octroyé de gré à gré,Approvisionnements (biens),1,510455,3003706
2011-06-15,2011-2012,Remplacement des contrôleurs Excel au Pavillon de Design,Bouthillette Parizeau Inc.,21600.0,21600,"21 600,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,776349,secel 11-01
2011-06-17,2011-2012,Services d'une agence de recouvrement,ARO Inc.,250000.0,250000,"250 000,00 $",80160000,Services de gestion administrative,Contrat adjugé suite à un appel d'offres public,Services,7,496682,7000047
2011-06-17,2011-2012,Services d'une agence de recouvrement,Alliance Ltée,35000.0,35000,"35 000,00 $",80160000,Services de gestion administrative,Contrat adjugé suite à un appel d'offres public,Services,7,496682,7000047
2011-06-21,2011-2012,Mise à niveau des dépoussiéreurs,J.P. Lessard Canada Inc,511523.0,511523,"511 523,00 $",71161413,Services de construction ou de fabrication,Contrat adjugé suite à un appel d'offres public,Travaux de construction,3,494143,P10030AA
2011-06-21,2011-2012,Réfection monte-charge au PK,Ascenseur Independant,141722.7,"141722,7","141 722,70 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,1,492141,P11011PK
2011-06-21,2011-2012,Véhicules automobiles,Rive Sud Chrysler Dodge Inc.,80000.0,80000,"80 000,00 $",25000000,"Véhicules industriels, véhicules militaires et véhicules de particulier, accessoires et éléments",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,511919,3003793
2011-06-21,2011-2012,MISE À NIVEAU DU LOGICIEL SRS ,LES CONSULTANTS INTERACTION,27944.0,27944,"27 944,00 $",81112202,Correctifs ou mises à niveau pour logiciels,Contrat octroyé de gré à gré,Services,1,524021,SIED 12-01
2011-06-22,2011-2012,Micro-ordinateurs,Hypertechnologie Ciara Inc.,73740.0,73740,"73 740,00 $",,Code UNSPSC non indiqué,Contrat octroyé de gré à gré,Approvisionnements (biens),1,512395,3003817
2011-06-22,2011-2012,Produits Bio-Rad,Bio-Rad Laboratories (Canada) Limited,70300.0,70300,"70 300,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,511914,5001018
2011-06-27,2011-2012,Portable Lenovo,C.P.U. Design Inc.,41300.0,41300,"41 300,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,513566,5001179
2011-06-27,2011-2012,Micro-ordinateurs HP,C.P.U. Design Inc.,69000.0,69000,"69 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,513202,3003794
2011-06-28,2011-2012,Trépieds pour caméras de télévision,Applied Electronics Ltd,84000.0,84000,"84 000,00 $",52161600,Matériel audio-visuel et accessoires,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,506933,7000064
2011-06-28,2011-2012,Micro-ordinateurs Apple,Solutions Informatiques INSO Inc.,189000.0,189000,"189 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,512565,3003737
